ID_Control;SMILES_curated;IC50 (nM)
ID_996;C=C(C)c1cn(-c2c(C)ccnc2OC)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12;2.23
ID_997;CCn1c(CO)nn(-c2cc3c(cc2F)[C@H](O)[C@H](c2ccccc2C)CN3C(C)C)c1=O;2.24
ID_998;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cccc(F)c4C)c(=O)c3cc2F)c1=O;2.24
ID_999;C=C(C)c1cn(-c2ccccc2C(F)(F)F)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12;2.29
ID_1000;O=C(Nc1c(F)c(F)c(-c2cccc(OC(F)(F)F)c2)c(F)c1F)c1c(O)nn2ccccc12;2.3
ID_1001;CCn1c(CO)nn(-c2cc3c([C@H](C)C(F)(F)F)nn(-c4ccccc4C)c(=O)c3cc2F)c1=O;2.31
ID_1002;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)cnc(OC)c4C)c(=O)c3cc2F)c1=O;2.34
ID_1003;C[C@H](Oc1cc(-c2cc(CO)c(Cl)cn2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;2.38
ID_1004;C[C@H](Oc1cc(-c2nc(CO)c(C(F)(F)F)s2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;2.38
ID_1005;Cc1c(N)cccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;2.4
ID_1006;CCn1c(CO)nn(-c2ccc3c(c2)N([C@@H](C)C(F)(F)F)CC(c2c(F)cccc2Cl)N3)c1=O;2.42
ID_1007;Cc1n[nH]c(Cl)c1NC(=O)c1cc(F)c(-c2cn3c(n2)[C@@](C)(O)CC3)cc1O[C@@H](C)C(F)(F)F;2.42
ID_1008;C=CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O;2.5
ID_1009;Cc1ccnc(Cl)c1-n1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cc2c1=O;2.5
ID_1010;CC(O)COc1cccc(-c2c(F)c(F)c(NC(=O)c3c(O)nn4ccccc34)c(F)c2F)c1;2.5
ID_1011;COc1nccc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;2.5
ID_1012;Cc1cccc(C(=O)O)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;2.5
ID_1013;Cc1n[nH]c(C(F)(F)F)c1-c1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cn2c1=O;2.51
ID_1014;Cc1ccccc1NC(=O)c1cc(F)c(-c2nc(CO)n(C)n2)cc1O[C@@H](C)C(F)(F)F;2.58
ID_1015;Cc1ccccc1-n1nc(C(C)C)c2cc(-c3cn(C)c([C@@H](C)O)n3)c(F)cc2c1=O;2.6
ID_1016;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3cnc(C4CC4)cn3)c(F)cc2c1=O;2.6
ID_1017;Cc1ccccc1-n1cc(C(C)C)c2cc(-c3nc(CO)n(C)n3)c(F)cc2c1=O;2.6
ID_1018;Cc1n[nH]c(Cl)c1-c1cc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cn2c1=O;2.69
ID_1019;O=C1c2ccccc2C(=O)c2c1nnn2-c1cc(F)c(-c2cccc(F)c2)c(F)c1;2.7
ID_1020;CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(F)(F)F;2.7
ID_1021;CC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(Cl)c1;22.0
ID_1022;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)ccnc4OC)c(=O)c3cc2F)c1=O;2.75
ID_1023;COc1cccc(-c2c(F)c(F)c(NC(=O)c3c(O)nn4ccccc34)c(F)c2F)c1;2.75
ID_1024;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(OC)ccc4F)c(=O)c3cc2F)c1=O;2.76
ID_1025;O=C(Nc1c(F)c(F)c(-c2cccc(O)c2)c(F)c1F)c1c(O)nn2ccccc12;2.78
ID_1026;CCCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O;2.8
ID_1027;Cc1cncc(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)n1;2.87
ID_1028;Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCOC3)cc1O[C@@H](C)C(F)(F)F;2.9
ID_1029;Cc1ccnnc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1;2.9
ID_1030;CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(C)ccc4F)c(=O)c3cc2F)c1=O;2.98
ID_1031;COc1cccc(-c2c(F)c(F)c(Nc3ncccc3C(=O)O)c(F)c2F)c1;3.0
ID_1032;CCOc1cccc(-c2cc(F)c(NC(=O)c3ccsc3C(=O)O)c(F)c2)c1;3.0
ID_1033;Cc1cc(C(=O)O)c2c(c1)nc(-c1c(F)c(F)c(-c3ccccc3)c(F)c1F)n2C;3.0
ID_1034;O=C(O)c1cc(C2CC2)ccc1Nc1cnc(-c2ccccc2Cl)nc1;3.0
ID_1035;Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C(F)(F)F;3.0
ID_1036;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)F;3.0
ID_1037;C[C@H](Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F;3.0
