SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OCc1c(/C=C/CN)cn(c1)CC[C@H](C)c1oncn1	No_7_467;4/000000177;InChI=1S/C14H20N4O2/c1-11(14-16-10-17-20-14)4-6-18-7-12(3-2-5-15)13(8-18)9-19/h2-3,7-8,10-11,19H,4-6,9,15H2,1H3/b3-2+/t11-/m0/s1;C14H20N4O2;276;0.27;4.10;2.37;3.58;-170
Oc1ccc(c(c1)NC(=O)N)/C=C/Cc1ncn[nH]1	No_7_353;4/000000176;InChI=1S/C12H13N5O2/c13-12(19)16-10-6-9(18)5-4-8(10)2-1-3-11-14-7-15-17-11/h1-2,4-7,18H,3H2,(H3,13,16,19)(H,14,15,17)/b2-1+;C12H13N5O2;259;0.27;4.45;2.33;3.58;-60
OC(=O)Cc1cc(NC(=O)N)cc(c1)[C@@H](C)F	No_4_42;4/000000247;InChI=1S/C11H13FN2O3/c1-6(12)8-2-7(4-10(15)16)3-9(5-8)14-11(13)17/h2-3,5-6H,4H2,1H3,(H,15,16)(H3,13,14,17)/t6-/m1/s1;C11H13N2O3F;240;0.44;4.91;5.12;3.58;-170
O=C(Nc1cc(/C=C/CNC[C@H]2CNCCC2)cc(c1)CN)N	No_4_259;4/000000268;InChI=1S/C17H27N5O/c18-10-15-7-13(8-16(9-15)22-17(19)23)3-1-5-20-11-14-4-2-6-21-12-14/h1,3,7-9,14,20-21H,2,4-6,10-12,18H2,(H3,19,22,23)/b3-1+/t14-/m0/s1;C17H27N5O;317;-0.01;4.42;4.86;6.77;-150
OC(=O)[C@@H](CC)c1cc(NC(=O)N)cc(c1)CF	No_4_102;4/000000256;InChI=1S/C12H15FN2O3/c1-2-10(11(16)17)8-3-7(6-13)4-9(5-8)15-12(14)18/h3-5,10H,2,6H2,1H3,(H,16,17)(H3,14,15,18)/t10-/m0/s1;C12H15N2O3F;254;0.72;5.13;6.29;4.69;-170
OC(=O)[C@H](c1cc(NC(=O)N)cc(c1)COC(=O)Cc1ncn[nH]1)Br	No_4_117;4/000000261;InChI=1S/C14H14BrN5O5/c15-12(13(22)23)8-1-7(2-9(3-8)19-14(16)24)5-25-11(21)4-10-17-6-18-20-10/h1-3,6,12H,4-5H2,(H,22,23)(H3,16,19,24)(H,17,18,20)/t12-/m0/s1;C14H14N5O5Br;412;-0.26;4.63;8.30;5.09;-150
OC(=O)Cc1cc(ccc1Cc1n[nH]cc1)NC(=O)N	No_3_211;4/000000014;InChI=1S/C13H14N4O3/c14-13(20)16-10-2-1-8(5-11-3-4-15-17-11)9(6-10)7-12(18)19/h1-4,6H,5,7H2,(H,15,17)(H,18,19)(H3,14,16,20);C13H14N4O3;274;0.27;4.12;4.14;3.58;0
OC(=O)Cc1cc(NC(=O)N)cc(c1)CF	No_2_200;4/000000034;InChI=1S/C10H11FN2O3/c11-5-7-1-6(4-9(14)15)2-8(3-7)13-10(12)16/h1-3H,4-5H2,(H,14,15)(H3,12,13,16);C10H11N2O3F;226;0.15;4.61;3.53;3.58;0
OC(=O)Cc1cc(ccc1CC=C)NC(=O)N	No_3_544;4/000000147;InChI=1S/C12H14N2O3/c1-2-3-8-4-5-10(14-12(13)17)6-9(8)7-11(15)16/h2,4-6H,1,3,7H2,(H,15,16)(H3,13,14,17);C12H14N2O3;234;0.49;4.62;2.77;3.58;0
C#C[C@H](CO)c1cc(NC(=O)N)ccc1	No_2_54;4/000000024;InChI=1S/C11H12N2O2/c1-2-8(7-14)9-4-3-5-10(6-9)13-11(12)15/h1,3-6,8,14H,7H2,(H3,12,13,15)/t8-/m1/s1;C11H12N2O2;204;-0.21;4.05;4.26;3.85;-170
Oc1cc(NC(=O)N)cc(c1)C/C=C(\[C@H]1OCCC1)/C[NH3+]	No_7_708;4/000000184;InChI=1S/C15H21N3O3/c16-9-11(14-2-1-5-21-14)4-3-10-6-12(18-15(17)20)8-13(19)7-10/h4,6-8,14,19H,1-3,5,9,16H2,(H3,17,18,20)/p+1/b11-4-/t14-/m0/s1;C15H22N3O3;292;-0.20;4.02;8.71;5.09;-150
OC(=O)Cc1cc(NC(=O)N)cc(c1)C	No_2_656;4/000000054;InChI=1S/C10H12N2O3/c1-6-2-7(5-9(13)14)4-8(3-6)12-10(11)15/h2-4H,5H2,1H3,(H,13,14)(H3,11,12,15);C10H12N2O3;208;0.05;4.68;3.37;3.58;-20
OC(=O)Cc1cc(ccc1C)NC(=O)N	No_2_127;4/000000028;InChI=1S/C10H12N2O3/c1-6-2-3-8(12-10(11)15)4-7(6)5-9(13)14/h2-4H,5H2,1H3,(H,13,14)(H3,11,12,15);C10H12N2O3;208;0.05;4.67;3.13;2.22;-20
OC(=O)Cc1cc(NC(=O)N)cc(c1)CF	No_4_12;4/000000228;InChI=1S/C10H11FN2O3/c11-5-7-1-6(4-9(14)15)2-8(3-7)13-10(12)16/h1-3H,4-5H2,(H,14,15)(H3,12,13,16);C10H11N2O3F;226;0.15;4.44;4.73;3.58;0
Oc1ccc(c(c1)NC(=O)N)/C=C/CC1=NOCC1	No_3_25;4/000000325;InChI=1S/C13H15N3O3/c14-13(18)15-12-8-11(17)5-4-9(12)2-1-3-10-6-7-19-16-10/h1-2,4-5,8,17H,3,6-7H2,(H3,14,15,18)/b2-1+;C13H15N3O3;261;0.74;4.02;2.71;3.58;-60
OC(=O)Cc1c(C=C)ccc(c1)NC(=O)N	No_4_46;4/000000249;InChI=1S/C11H12N2O3/c1-2-7-3-4-9(13-11(12)16)5-8(7)6-10(14)15/h2-5H,1,6H2,(H,14,15)(H3,12,13,16);C11H12N2O3;220;0.34;4.79;2.77;3.58;0
OCCc1cc(NC(=O)N)cc(c1)CCCCl	No_2_414;4/000000038;InChI=1S/C12H17ClN2O2/c13-4-1-2-9-6-10(3-5-16)8-11(7-9)15-12(14)17/h6-8,16H,1-5H2,(H3,14,15,17);C12H17N2O2Cl;256;0.92;4.08;4.60;3.58;0
C#C[C@H](CN)c1cc(NC(=O)N)ccc1	No_1_82;4/000000004;InChI=1S/C11H13N3O/c1-2-8(7-12)9-4-3-5-10(6-9)14-11(13)15/h1,3-6,8H,7,12H2,(H3,13,14,15)/t8-/m1/s1;C11H13N3O;203;-0.27;4.13;4.27;14.60;-150
OC(=O)Cc1cc(ccc1C)NC(=O)N	No_3_3;4/000000082;InChI=1S/C10H12N2O3/c1-6-2-3-8(12-10(11)15)4-7(6)5-9(13)14/h2-4H,5H2,1H3,(H,13,14)(H3,11,12,15);C10H12N2O3;208;0.05;4.67;3.13;2.22;-20
O=C(Nc1cc(/C=C/CNC[C@H]2CNCCC2)cc(c1)CN)N	No_4_258;4/000000267;InChI=1S/C17H27N5O/c18-10-15-7-13(8-16(9-15)22-17(19)23)3-1-5-20-11-14-4-2-6-21-12-14/h1,3,7-9,14,20-21H,2,4-6,10-12,18H2,(H3,19,22,23)/b3-1+/t14-/m0/s1;C17H27N5O;317;-0.01;4.33;5.01;6.77;-150
OC(=O)[C@H](c1cc(NC(=O)N)ccc1)C=C	No_3_36;4/000000102;InChI=1S/C11H12N2O3/c1-2-9(10(14)15)7-4-3-5-8(6-7)13-11(12)16/h2-6,9H,1H2,(H,14,15)(H3,12,13,16)/t9-/m0/s1;C11H12N2O3;220;0.40;4.97;5.81;4.81;-150
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC=C	No_3_430;4/000000126;InChI=1S/C14H16N2O5/c1-2-3-13(19)21-8-10-4-9(7-12(17)18)5-11(6-10)16-14(15)20/h2,4-6H,1,3,7-8H2,(H,17,18)(H3,15,16,20);C14H16N2O5;292;0.19;4.29;4.65;20.00;-30
OC(=O)Cc1cc(ccc1C)NC(=O)N	No_2_126;4/000000027;InChI=1S/C10H12N2O3/c1-6-2-3-8(12-10(11)15)4-7(6)5-9(13)14/h2-4H,5H2,1H3,(H,13,14)(H3,11,12,15);C10H12N2O3;208;0.05;4.67;3.13;2.22;-20
O=C(Nc1cc(C=C)cc(c1)[C@H](CC)N)N	No_3_300;4/000000118;InChI=1S/C12H17N3O/c1-3-8-5-9(11(13)4-2)7-10(6-8)15-12(14)16/h3,5-7,11H,1,4,13H2,2H3,(H3,14,15,16)/t11-/m0/s1;C12H17N3O;219;0.92;4.05;5.38;13.40;-170
c1c([nH]c(c1c1cnc([nH]1)CC)CN)C(=O)CCl	No_6_523;4/000000211;InChI=1S/C12H15ClN4O/c1-2-12-15-6-10(17-12)7-3-8(11(18)4-13)16-9(7)5-14/h3,6,16H,2,4-5,14H2,1H3,(H,15,17);C12H15N4OCl;266;0.34;4.06;4.04;20.80;-160
OCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCCl	No_6_603;4/000000215;InChI=1S/C14H21ClN4O/c15-5-3-1-2-4-14-17-8-13(19-14)11-6-10(9-20)18-12(11)7-16/h6,8,18,20H,1-5,7,9,16H2,(H,17,19);C14H21N4OCl;296;0.87;4.09;2.71;21.00;-100
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCCCOC(=O)C	No_6_399;4/000000204;InChI=1S/C18H26N4O2/c1-3-7-14-10-15(16(11-19)21-14)17-12-20-18(22-17)8-5-4-6-9-24-13(2)23/h3,7,10,12,21H,4-6,8-9,11,19H2,1-2H3,(H,20,22)/b7-3+;C18H26N4O2;330;1.77;4.46;3.82;24.90;-180
OC(=O)Cc1cc(NC(=O)N)cc(c1)C	No_4_35;4/000000241;InChI=1S/C10H12N2O3/c1-6-2-7(5-9(13)14)4-8(3-6)12-10(11)15/h2-4H,5H2,1H3,(H,13,14)(H3,11,12,15);C10H12N2O3;208;0.05;4.68;3.37;3.58;-20
C#CCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCBr	No_5_485;4/000000077;InChI=1S/C16H21BrN4/c1-2-6-12-9-13(14(10-18)20-12)15-11-19-16(21-15)7-4-3-5-8-17/h1,9,11,20H,3-8,10,18H2,(H,19,21);C16H21N4Br;349;2.33;4.30;3.29;23.80;-120
OC(=O)Cc1cc(NC(=O)N)cc(c1)CF	No_2_198;4/000000032;InChI=1S/C10H11FN2O3/c11-5-7-1-6(4-9(14)15)2-8(3-7)13-10(12)16/h1-3H,4-5H2,(H,14,15)(H3,12,13,16);C10H11N2O3F;226;0.15;4.56;4.15;3.58;0
OC(=O)Cc1cc(NC(=O)N)ccc1	No_4_3;4/000000223;InChI=1S/C9H10N2O3/c10-9(14)11-7-3-1-2-6(4-7)5-8(12)13/h1-4H,5H2,(H,12,13)(H3,10,11,14);C9H10N2O3;194;-0.17;4.50;2.74;2.22;0
OC(=O)Cc1cc(NC(=O)N)ccc1	No_2_1;4/000000016;InChI=1S/C9H10N2O3/c10-9(14)11-7-3-1-2-6(4-7)5-8(12)13/h1-4H,5H2,(H,12,13)(H3,10,11,14);C9H10N2O3;194;-0.17;4.50;2.74;2.22;0
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC=C	No_3_433;4/000000129;InChI=1S/C14H16N2O5/c1-2-3-13(19)21-8-10-4-9(7-12(17)18)5-11(6-10)16-14(15)20/h2,4-6H,1,3,7-8H2,(H,17,18)(H3,15,16,20);C14H16N2O5;292;0.19;5.12;4.38;20.00;-30
OC(=O)Cc1cc(NC(=O)N)cc(c1)[C@@H](C)F	No_3_448;4/000000144;InChI=1S/C11H13FN2O3/c1-6(12)8-2-7(4-10(15)16)3-9(5-8)14-11(13)17/h2-3,5-6H,4H2,1H3,(H,15,16)(H3,13,14,17)/t6-/m1/s1;C11H13N2O3F;240;0.44;4.91;5.12;3.58;-170
OC(=O)Cc1c(ccc(c1)NC(=O)N)/C=C/CO[C@H]1COCC1	No_2_566;4/000000048;InChI=1S/C16H20N2O5/c17-16(21)18-13-4-3-11(12(8-13)9-15(19)20)2-1-6-23-14-5-7-22-10-14/h1-4,8,14H,5-7,9-10H2,(H,19,20)(H3,17,18,21)/b2-1+/t14-/m1/s1;C16H20N2O5;320;0.13;4.71;4.10;5.09;-150
OC(=O)Cc1cc(ccc1C[C@@H](/C=C\C)N)NC(=O)N	No_3_362;4/000000015;InChI=1S/C14H19N3O3/c1-2-3-11(15)6-9-4-5-12(17-14(16)20)7-10(9)8-13(18)19/h2-5,7,11H,6,8,15H2,1H3,(H,18,19)(H3,16,17,20)/b3-2-/t11-/m1/s1;C14H19N3O3;277;0.14;4.69;3.80;3.58;-170
OC(=O)Cc1c(ccc(c1)NC(=O)N)/C=C/[C@@H]1OC(=O)C1	No_4_482;4/000000303;InChI=1S/C14H14N2O5/c15-14(20)16-10-3-1-8(9(5-10)6-12(17)18)2-4-11-7-13(19)21-11/h1-5,11H,6-7H2,(H,17,18)(H3,15,16,20)/b4-2+/t11-/m0/s1;C14H14N2O5;290;0.08;5.12;2.56;5.09;-150
C#C[C@H](CO)c1cc(NC(=O)N)ccc1	No_1_287;4/000000006;InChI=1S/C11H12N2O2/c1-2-8(7-14)9-4-3-5-10(6-9)13-11(12)15/h1,3-6,8,14H,7H2,(H3,12,13,15)/t8-/m1/s1;C11H12N2O2;204;-0.21;4.07;4.82;3.85;-150
OC(=O)[C@H](c1cc(NC(=O)N)ccc1)C=C	No_2_349;4/000000035;InChI=1S/C11H12N2O3/c1-2-9(10(14)15)7-4-3-5-8(6-7)13-11(12)16/h2-6,9H,1H2,(H,14,15)(H3,12,13,16)/t9-/m0/s1;C11H12N2O3;220;0.40;4.99;5.91;4.81;-150
Oc1ccc(c(c1)NC(=O)N)/C=C/Cc1n[nH]c(=O)o1	No_2_225;4/000000159;InChI=1S/C12H12N4O4/c13-11(18)14-9-6-8(17)5-4-7(9)2-1-3-10-15-16-12(19)20-10/h1-2,4-6,17H,3H2,(H,16,19)(H3,13,14,18)/b2-1+;C12H12N4O4;276;0.70;4.10;2.56;3.58;-60
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCCCCC	No_6_368;4/000000199;InChI=1S/C18H28N4/c1-3-5-6-7-8-10-18-20-13-17(22-18)15-11-14(9-4-2)21-16(15)12-19/h4,9,11,13,21H,3,5-8,10,12,19H2,1-2H3,(H,20,22)/b9-4+;C18H28N4;300;2.88;4.24;2.75;21.50;-200
OC(=O)Cc1cc(NC(=O)N)cc(c1)C=C	No_4_6;4/000000226;InChI=1S/C11H12N2O3/c1-2-7-3-8(6-10(14)15)5-9(4-7)13-11(12)16/h2-5H,1,6H2,(H,14,15)(H3,12,13,16);C11H12N2O3;220;0.34;4.73;4.26;3.58;0
C#C[C@H](CO)c1cc(NC(=O)N)ccc1	No_2_492;4/000000044;InChI=1S/C11H12N2O2/c1-2-8(7-14)9-4-3-5-10(6-9)13-11(12)15/h1,3-6,8,14H,7H2,(H3,12,13,15)/t8-/m1/s1;C11H12N2O2;204;-0.21;4.02;4.36;3.85;-150
O=C(Nc1cc(cc(c1)CN)/C=C/CC1=CNCC=N1)N	No_3_366;4/000000122;InChI=1S/C15H19N5O/c16-9-12-6-11(7-14(8-12)20-15(17)21)2-1-3-13-10-18-4-5-19-13/h1-2,5-8,10,18H,3-4,9,16H2,(H3,17,20,21)/b2-1+;C15H19N5O;285;-0.08;4.03;4.12;5.09;0
C#CCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCCl	No_5_426;4/000000072;InChI=1S/C16H21ClN4/c1-2-6-12-9-13(14(10-18)20-12)15-11-19-16(21-15)7-4-3-5-8-17/h1,9,11,20H,3-8,10,18H2,(H,19,21);C16H21N4Cl;304;1.99;4.15;3.44;23.80;-120
OC(=O)Cc1cc(NC(=O)N)cc(c1)C	No_2_657;4/000000055;InChI=1S/C10H12N2O3/c1-6-2-7(5-9(13)14)4-8(3-6)12-10(11)15/h2-4H,5H2,1H3,(H,13,14)(H3,11,12,15);C10H12N2O3;208;0.05;4.58;3.51;3.58;-20
OC/C=C/c1cn(cc1CO)C[C@H](CC)[NH3+]	No_6_160;4/000000059;InChI=1S/C12H20N2O2/c1-2-12(13)8-14-6-10(4-3-5-15)11(7-14)9-16/h3-4,6-7,12,15-16H,2,5,8-9,13H2,1H3/p+1/b4-3+/t12-/m0/s1;C12H21N2O2;225;-0.02;4.15;3.41;3.58;-170
Oc1ccc(c(c1)NC(=O)N)/C=C/CC1=CC(=O)OCC1	No_1_553;4/000000057;InChI=1S/C15H16N2O4/c16-15(20)17-13-9-12(18)5-4-11(13)3-1-2-10-6-7-21-14(19)8-10/h1,3-5,8-9,18H,2,6-7H2,(H3,16,17,20)/b3-1+;C15H16N2O4;288;0.42;4.03;2.24;3.58;-60
OC(=O)[C@H](c1cc(NC(=O)N)ccc1)C=C	No_2_351;4/000000037;InChI=1S/C11H12N2O3/c1-2-9(10(14)15)7-4-3-5-8(6-7)13-11(12)16/h2-6,9H,1H2,(H,14,15)(H3,12,13,16)/t9-/m0/s1;C11H12N2O3;220;0.40;4.97;5.81;4.81;-150
C#CCc1cc(c([nH]1)CN)c1cnc([nH]1)CCCCCBr	No_5_486;4/000000078;InChI=1S/C16H21BrN4/c1-2-6-12-9-13(14(10-18)20-12)15-11-19-16(21-15)7-4-3-5-8-17/h1,9,11,20H,3-8,10,18H2,(H,19,21);C16H21N4Br;349;2.33;4.23;3.86;23.80;-120
OC(=O)Cc1c(ccc(c1)NC(=O)N)/C=C/CO	No_2_21;4/000000020;InChI=1S/C12H14N2O4/c13-12(18)14-10-4-3-8(2-1-5-15)9(6-10)7-11(16)17/h1-4,6,15H,5,7H2,(H,16,17)(H3,13,14,18)/b2-1+;C12H14N2O4;250;-0.38;4.52;1.96;5.09;0
OC(=O)[C@H](c1cc(NC(=O)N)ccc1)C=C	No_3_32;4/000000100;InChI=1S/C11H12N2O3/c1-2-9(10(14)15)7-4-3-5-8(6-7)13-11(12)16/h2-6,9H,1H2,(H,14,15)(H3,12,13,16)/t9-/m0/s1;C11H12N2O3;220;0.40;5.06;5.76;4.81;-150
OC(=O)Cc1c(OCC)ccc(c1)NC(=O)N	No_4_108;4/000000260;InChI=1S/C11H14N2O4/c1-2-17-9-4-3-8(13-11(12)16)5-7(9)6-10(14)15/h3-5H,2,6H2,1H3,(H,14,15)(H3,12,13,16);C11H14N2O4;238;0.16;4.73;2.42;2.22;-20
OCc1cn(cc1/C=C/c1ncn[nH]1)CCCC	No_6_354;4/000000063;InChI=1S/C13H18N4O/c1-2-3-6-17-7-11(12(8-17)9-18)4-5-13-14-10-15-16-13/h4-5,7-8,10,18H,2-3,6,9H2,1H3,(H,14,15,16)/b5-4+;C13H18N4O;246;1.43;4.02;2.34;3.58;-60
C#C[C@H](CO)c1cc(NC(=O)N)ccc1	No_3_279;4/000000113;InChI=1S/C11H12N2O2/c1-2-8(7-14)9-4-3-5-10(6-9)13-11(12)15/h1,3-6,8,14H,7H2,(H3,12,13,15)/t8-/m1/s1;C11H12N2O2;204;-0.21;4.11;4.53;3.85;-150
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC=C	No_3_437;4/000000133;InChI=1S/C14H16N2O5/c1-2-3-13(19)21-8-10-4-9(7-12(17)18)5-11(6-10)16-14(15)20/h2,4-6H,1,3,7-8H2,(H,17,18)(H3,15,16,20);C14H16N2O5;292;0.19;4.94;4.03;20.00;-30
OC(=O)[C@@H](CC)c1cc(NC(=O)N)cc(c1)C=C	No_4_33;4/000000240;InChI=1S/C13H16N2O3/c1-3-8-5-9(11(4-2)12(16)17)7-10(6-8)15-13(14)18/h3,5-7,11H,1,4H2,2H3,(H,16,17)(H3,14,15,18)/t11-/m0/s1;C13H16N2O3;248;0.91;5.20;6.99;4.69;-170
OC(=O)Cc1c(ccc(c1)NC(=O)N)/C=C/COCCl	No_3_65;4/000000108;InChI=1S/C13H15ClN2O4/c14-8-20-5-1-2-9-3-4-11(16-13(15)19)6-10(9)7-12(17)18/h1-4,6H,5,7-8H2,(H,17,18)(H3,15,16,19)/b2-1+;C13H15N2O4Cl;298;0.54;4.74;3.34;5.09;0
OC(=O)Cc1cc(NC(=O)N)ccc1	No_4_5;4/000000225;InChI=1S/C9H10N2O3/c10-9(14)11-7-3-1-2-6(4-7)5-8(12)13/h1-4H,5H2,(H,12,13)(H3,10,11,14);C9H10N2O3;194;-0.17;4.22;2.91;2.22;0
O=C(Nc1cc(/C=C/CNC[C@@H]2COCC2)cc(c1)CN)N	No_4_408;4/000000284;InChI=1S/C16H24N4O2/c17-9-14-6-12(7-15(8-14)20-16(18)21)2-1-4-19-10-13-3-5-22-11-13/h1-2,6-8,13,19H,3-5,9-11,17H2,(H3,18,20,21)/b2-1+/t13-/m1/s1;C16H24N4O2;304;-0.18;4.15;4.45;6.77;-150
OC(=O)Cc1cc(NC(=O)N)cc(c1)Br	No_3_706;4/000000156;InChI=1S/C9H9BrN2O3/c10-6-1-5(3-8(13)14)2-7(4-6)12-9(11)15/h1-2,4H,3H2,(H,13,14)(H3,11,12,15);C9H9N2O3Br;273;0.62;4.77;3.44;3.58;0
OC(=O)Cc1c(ccc(c1)NC(=O)N)/C=C/CCl	No_4_335;4/000000277;InChI=1S/C12H13ClN2O3/c13-5-1-2-8-3-4-10(15-12(14)18)6-9(8)7-11(16)17/h1-4,6H,5,7H2,(H,16,17)(H3,14,15,18)/b2-1+;C12H13N2O3Cl;268;0.89;5.14;2.51;5.09;0
OC(=O)[C@H](c1cc(NC(=O)N)cc(c1)CF)Cl	No_4_326;4/000000274;InChI=1S/C10H10ClFN2O3/c11-8(9(15)16)6-1-5(4-12)2-7(3-6)14-10(13)17/h1-3,8H,4H2,(H,15,16)(H3,13,14,17)/t8-/m0/s1;C10H10N2O3FCl;260;0.35;5.05;5.49;3.58;-150
c1nc([nH]c1c1cc([nH]c1CN)/C=C/C)CCCC	No_5_483;4/000000075;InChI=1S/C15H22N4/c1-3-5-7-15-17-10-14(19-15)12-8-11(6-4-2)18-13(12)9-16/h4,6,8,10,18H,3,5,7,9,16H2,1-2H3,(H,17,19)/b6-4+;C15H22N4;258;1.81;4.11;3.49;19.70;-200
O[C@@H](CC)/C=C/c1c(F)cccc1NC(=O)N	No_7_226;4/000000171;InChI=1S/C12H15FN2O2/c1-2-8(16)6-7-9-10(13)4-3-5-11(9)15-12(14)17/h3-8,16H,2H2,1H3,(H3,14,15,17)/b7-6+/t8-/m0/s1;C12H15N2O2F;238;1.23;4.02;3.80;3.58;-170
O=C(Nc1cc(cc(c1)CN)/C=C/Cc1c[nH]c2c1N=CNC2)N	No_3_664;4/000000154;InChI=1S/C17H20N6O/c18-7-12-4-11(5-14(6-12)23-17(19)24)2-1-3-13-8-21-15-9-20-10-22-16(13)15/h1-2,4-6,8,10,21H,3,7,9,18H2,(H,20,22)(H3,19,23,24)/b2-1+;C17H20N6O;324;-0.01;4.45;5.62;6.58;-40
OC(=O)Cc1cc(NC(=O)N)cc(c1)C=C	No_2_636;4/000000053;InChI=1S/C11H12N2O3/c1-2-7-3-8(6-10(14)15)5-9(4-7)13-11(12)16/h2-5H,1,6H2,(H,14,15)(H3,12,13,16);C11H12N2O3;220;0.34;4.74;3.89;3.58;0
Oc1ccc(c(c1)NC(=O)N)/C=C/Cc1cocc1	No_2_449;4/000000168;InChI=1S/C14H14N2O3/c15-14(18)16-13-8-12(17)5-4-11(13)3-1-2-10-6-7-19-9-10/h1,3-9,17H,2H2,(H3,15,16,18)/b3-1+;C14H14N2O3;258;0.95;4.01;2.67;3.58;-60
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC=C	No_3_443;4/000000139;InChI=1S/C14H16N2O5/c1-2-3-13(19)21-8-10-4-9(7-12(17)18)5-11(6-10)16-14(15)20/h2,4-6H,1,3,7-8H2,(H,17,18)(H3,15,16,20);C14H16N2O5;292;0.19;4.85;4.31;20.00;-30
O=C(Nc1cc(C=C)cc(c1)[C@H](CBr)N)N	No_4_53;4/000000253;InChI=1S/C11H14BrN3O/c1-2-7-3-8(10(13)6-12)5-9(4-7)15-11(14)16/h2-5,10H,1,6,13H2,(H3,14,15,16)/t10-/m0/s1;C11H14N3OBr;284;1.24;4.20;5.81;3.58;-150
OC(=O)[C@H](c1cc(NC(=O)N)ccc1)C=C	No_4_15;4/000000231;InChI=1S/C11H12N2O3/c1-2-9(10(14)15)7-4-3-5-8(6-7)13-11(12)16/h2-6,9H,1H2,(H,14,15)(H3,12,13,16)/t9-/m0/s1;C11H12N2O3;220;0.40;4.99;5.91;4.81;-150
c1nc([nH]c1c1cc([nH]c1CN)CC[NH3+])CCCCCC	No_6_499;4/000000206;InChI=1S/C16H27N5/c1-2-3-4-5-6-16-19-11-15(21-16)13-9-12(7-8-17)20-14(13)10-18/h9,11,20H,2-8,10,17-18H2,1H3,(H,19,21)/p+1;C16H28N5;290;0.97;4.03;1.50;20.70;-120
c1nc([nH]c1c1cc([nH]c1CN)CC[NH3+])CCCCCC	No_6_498;4/000000205;InChI=1S/C16H27N5/c1-2-3-4-5-6-16-19-11-15(21-16)13-9-12(7-8-17)20-14(13)10-18/h9,11,20H,2-8,10,17-18H2,1H3,(H,19,21)/p+1;C16H28N5;290;0.97;4.02;1.37;20.70;-120
OC(=O)Cc1cc(ccc1Cc1n[nH]cc1)NC(=O)N	No_4_71;4/000000079;InChI=1S/C13H14N4O3/c14-13(20)16-10-2-1-8(5-11-3-4-15-17-11)9(6-10)7-12(18)19/h1-4,6H,5,7H2,(H,15,17)(H,18,19)(H3,14,16,20);C13H14N4O3;274;0.27;4.12;4.14;3.58;0
O=C(Nc1cc(C=C)cc(c1)[C@H](CC)N)N	No_3_299;4/000000117;InChI=1S/C12H17N3O/c1-3-8-5-9(11(13)4-2)7-10(6-8)15-12(14)16/h3,5-7,11H,1,4,13H2,2H3,(H3,14,15,16)/t11-/m0/s1;C12H17N3O;219;0.92;4.12;5.35;13.40;-170
O[C@@H](CBr)/C=C/c1cn(cc1CO)CCCC	No_6_113;4/000000058;InChI=1S/C13H20BrNO2/c1-2-3-6-15-8-11(12(9-15)10-16)4-5-13(17)7-14/h4-5,8-9,13,16-17H,2-3,6-7,10H2,1H3/b5-4+/t13-/m1/s1;C13H20NO2Br;302;2.28;4.15;1.75;3.58;-190
OC(=O)[C@H](c1c(OCN)ccc(c1)NC(=O)N)C=C	No_4_500;4/000000306;InChI=1S/C12H15N3O4/c1-2-8(11(16)17)9-5-7(15-12(14)18)3-4-10(9)19-6-13/h2-5,8H,1,6,13H2,(H,16,17)(H3,14,15,18)/t8-/m0/s1;C12H15N3O4;265;-0.33;4.94;4.97;6.20;-150
OC(=O)Cc1cc(ccc1CCNCc1cn[nH]c1O)NC(=O)N	No_4_103;4/000000257;InChI=1S/C15H19N5O4/c16-15(24)19-12-2-1-9(10(5-12)6-13(21)22)3-4-17-7-11-8-18-20-14(11)23/h1-2,5,8,17H,3-4,6-7H2,(H,21,22)(H3,16,19,24)(H2,18,20,23);C15H19N5O4;333;-0.02;5.44;5.18;5.09;0
OC(=O)Cc1cc(NC(=O)N)cc(c1)CC#CCCC	No_4_276;4/000000272;InChI=1S/C15H18N2O3/c1-2-3-4-5-6-11-7-12(10-14(18)19)9-13(8-11)17-15(16)20/h7-9H,2-3,6,10H2,1H3,(H,18,19)(H3,16,17,20);C15H18N2O3;274;1.14;5.05;4.45;3.58;-20
OC(=O)Cc1cc(NC(=O)N)cc(c1)COC(=O)CC=C	No_3_431;4/000000127;InChI=1S/C14H16N2O5/c1-2-3-13(19)21-8-10-4-9(7-12(17)18)5-11(6-10)16-14(15)20/h2,4-6H,1,3,7-8H2,(H,17,18)(H3,15,16,20);C14H16N2O5;292;0.19;4.83;4.66;20.00;-30
